,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
8507,8508,Female,47,Returning,Business,Business,737,0,0.0,1,1,4,4,1,4,4,5,5,3,4,1,4,4
30537,30538,Male,19,Returning,Personal,Economy,701,11,33.0,4,3,4,3,4,4,2,5,2,2,3,3,2,5
76052,76053,Male,42,Returning,Business,Business,3177,3,36.0,3,3,4,4,3,3,4,3,4,4,3,3,3,3
97155,97156,Male,58,Returning,Business,Business,2021,0,0.0,5,5,1,4,5,2,4,2,1,2,2,2,2,2
30247,30248,Female,39,Returning,Personal,Economy Plus,896,1,7.0,4,3,5,3,2,4,2,3,2,2,4,3,2,5
73709,73710,Female,42,Returning,Business,Business,3202,1,0.0,3,3,3,2,3,1,2,1,3,5,1,2,1,2
93331,93332,Male,20,First-time,Business,Business,836,0,0.0,4,0,5,0,2,3,5,3,1,1,5,0,1,4
70592,70593,Female,35,Returning,Business,Business,2611,0,0.0,2,2,3,3,2,3,3,4,3,3,5,2,5,5
31091,31092,Female,29,First-time,Business,Economy,1014,0,21.0,2,2,4,2,2,3,3,2,3,3,3,2,3,3
5184,5185,Male,21,First-time,Business,Economy,383,0,0.0,5,0,4,0,5,3,3,2,3,3,4,0,3,5
73755,73756,Female,27,Returning,Personal,Economy,204,0,2.0,4,0,2,0,1,5,4,2,4,4,3,3,4,4
31023,31024,Male,33,Returning,Business,Economy Plus,391,2,12.0,1,1,3,4,1,1,4,1,4,4,2,4,4,3
17272,17273,Female,69,Returning,Personal,Economy,1092,0,0.0,3,3,3,3,3,4,3,3,1,3,4,4,4,4
55461,55462,Female,19,Returning,Personal,Business,1825,0,0.0,4,4,5,4,4,4,5,4,5,5,4,4,5,3
78653,78654,Female,19,Returning,Personal,Economy,2172,8,3.0,5,2,5,2,5,5,5,3,3,3,4,3,3,4
99009,99010,Female,54,Returning,Business,Economy Plus,479,1,0.0,5,5,4,3,5,2,3,2,3,3,2,2,2,2
29674,29675,Male,32,Returning,Business,Economy Plus,909,0,0.0,2,2,5,4,2,5,4,1,4,4,3,4,4,5
98132,98133,Female,14,Returning,Personal,Economy,472,0,0.0,0,2,4,2,4,5,3,5,3,3,5,2,3,5
51935,51936,Male,45,Returning,Business,Economy,936,0,0.0,2,2,1,5,2,3,5,5,5,5,2,5,5,5
61246,61247,Female,27,First-time,Business,Economy,453,7,4.0,0,3,4,3,1,3,4,4,4,4,5,3,4,3
55947,55948,Female,42,Returning,Business,Business,1620,19,17.0,1,1,3,4,1,4,4,5,4,3,4,1,4,4
70706,70707,Female,22,Returning,Business,Business,3422,0,0.0,5,5,4,5,5,5,5,2,5,5,4,5,5,4
99251,99252,Male,58,Returning,Personal,Economy,541,0,0.0,3,2,2,2,3,2,5,4,5,5,3,2,5,4
60219,60220,Male,69,Returning,Business,Business,1506,0,15.0,5,5,3,2,5,2,2,2,1,5,2,2,2,2
21698,21699,Female,17,Returning,Personal,Economy,708,0,0.0,5,1,5,1,4,3,3,2,5,5,4,1,5,5
3111,3112,Male,68,Returning,Personal,Economy Plus,594,0,0.0,4,3,3,3,2,2,1,4,1,1,1,3,1,1
27799,27800,Male,29,First-time,Business,Economy,1533,4,0.0,1,1,1,1,3,3,5,3,5,5,3,1,5,3
4032,4033,Female,42,Returning,Business,Business,419,18,59.0,3,4,1,4,3,2,4,2,1,1,2,3,2,2
19105,19106,Male,37,Returning,Business,Economy,323,0,23.0,5,5,3,4,5,5,3,2,3,3,5,3,3,3
29160,29161,Male,61,Returning,Business,Economy Plus,1050,0,0.0,2,2,5,4,2,4,4,4,4,4,5,4,4,5
45471,45472,Female,72,Returning,Business,Business,3779,0,0.0,2,2,2,2,2,3,3,3,4,1,3,3,3,3
29999,30000,Male,43,Returning,Business,Economy,399,0,0.0,3,3,2,4,3,3,5,1,5,5,3,4,5,4
17771,17772,Male,31,Returning,Business,Business,3094,0,0.0,1,1,1,4,1,2,3,3,3,3,5,3,3,1
77294,77295,Male,55,Returning,Business,Business,2166,0,0.0,1,1,4,4,1,3,5,4,5,2,3,1,3,3
30020,30021,Male,40,Returning,Business,Economy,571,0,0.0,1,1,4,2,1,4,3,3,3,3,3,3,3,3
198,199,Female,60,Returning,Business,Business,3756,36,24.0,4,4,5,4,4,4,5,4,5,2,4,4,4,4
126100,126101,Male,28,First-time,Business,Business,650,0,0.0,3,3,4,3,3,5,1,3,1,1,4,3,1,4
15928,15929,Female,42,Returning,Business,Economy,723,26,12.0,3,3,2,3,3,2,2,2,4,3,2,2,2,2
117791,117792,Female,42,Returning,Business,Business,328,0,0.0,2,2,2,3,2,5,4,4,1,1,5,5,5,5
83555,83556,Male,67,Returning,Business,Business,365,0,7.0,2,2,2,3,2,3,4,3,4,5,3,3,3,3
105053,105054,Female,68,Returning,Personal,Economy,255,5,8.0,4,3,1,5,4,2,2,3,3,2,2,3,2,2
42462,42463,Male,25,Returning,Business,Economy Plus,926,0,0.0,3,3,5,4,3,5,3,4,4,4,3,4,4,4
11774,11775,Female,23,Returning,Personal,Economy,429,4,2.0,1,4,4,4,3,4,2,1,2,2,2,4,2,2
114168,114169,Female,51,Returning,Business,Business,3429,6,0.0,1,1,4,4,1,4,5,5,5,2,4,1,4,4
8798,8799,Female,22,First-time,Business,Economy,522,0,0.0,0,5,5,5,5,5,4,2,4,4,4,5,4,5
13971,13972,Male,64,Returning,Personal,Economy,317,0,0.0,2,2,3,2,4,1,5,3,4,4,3,2,4,4
4767,4768,Male,47,Returning,Business,Business,3602,1,0.0,1,1,4,4,1,5,4,5,5,5,5,1,5,5
120021,120022,Male,46,Returning,Personal,Economy,511,0,10.0,4,3,4,3,5,5,1,4,1,1,5,3,1,5
71492,71493,Female,24,Returning,Personal,Business,1120,8,4.0,1,4,4,4,4,4,5,4,5,5,3,4,5,3
90463,90464,Female,26,Returning,Business,Business,646,0,0.0,3,5,3,4,5,3,4,4,4,4,5,5,4,4
10187,10188,Male,43,Returning,Business,Business,295,3,0.0,4,4,4,4,4,5,4,5,5,2,5,4,5,5
18654,18655,Female,60,Returning,Personal,Economy,201,0,0.0,1,4,1,4,3,4,3,4,1,4,4,4,4,4
21305,21306,Female,23,Returning,Personal,Economy,526,0,0.0,5,4,5,4,3,4,4,2,4,4,5,4,4,5
124579,124580,Male,20,First-time,Business,Economy,500,8,10.0,0,5,5,5,1,3,3,2,3,3,5,5,3,5
118069,118070,Female,15,First-time,Business,Economy Plus,1262,1,0.0,3,1,4,1,4,1,5,2,5,5,3,1,5,4
64585,64586,Male,54,Returning,Business,Business,2887,1,0.0,1,5,5,5,1,3,5,4,5,5,3,1,3,5
50198,50199,Female,19,First-time,Business,Economy,190,87,77.0,2,3,3,3,4,2,3,1,3,3,3,3,3,3
114226,114227,Female,25,Returning,Business,Business,2558,29,28.0,1,1,2,2,1,4,2,3,2,2,3,2,2,3
87871,87872,Female,40,First-time,Business,Business,214,11,6.0,0,0,3,0,4,3,2,4,5,5,4,1,5,4
87526,87527,Female,26,Returning,Personal,Economy,373,61,69.0,4,2,2,2,3,5,4,3,4,4,5,2,4,5
85237,85238,Male,37,First-time,Business,Economy,296,0,0.0,0,4,3,4,3,1,2,1,2,2,3,4,2,2
112009,112010,Female,28,First-time,Business,Business,680,0,0.0,5,5,5,5,1,3,1,4,1,1,4,5,1,5
119922,119923,Female,43,Returning,Business,Business,868,0,1.0,1,1,5,5,1,3,5,4,3,5,3,1,3,3
75589,75590,Male,47,First-time,Business,Economy,337,10,7.0,4,2,2,2,4,4,1,3,1,1,4,3,1,3
116591,116592,Female,40,Returning,Business,Business,337,0,0.0,3,3,3,5,3,4,5,4,3,2,4,3,4,4
129643,129644,Male,48,Returning,Business,Business,2336,0,2.0,2,2,4,4,2,4,4,4,4,3,4,2,4,4
1085,1086,Female,50,Returning,Personal,Economy,247,11,17.0,5,2,4,4,5,3,4,2,5,2,3,2,3,3
65205,65206,Male,60,Returning,Business,Business,1880,0,0.0,3,3,3,4,3,5,5,5,3,4,5,3,5,5
105778,105779,Male,32,Returning,Personal,Economy,842,2,0.0,5,2,4,2,3,4,1,4,1,1,5,2,1,5
53842,53843,Female,57,Returning,Business,Business,1792,0,0.0,1,1,4,4,1,5,2,5,2,3,5,1,5,3
109960,109961,Female,45,Returning,Personal,Economy,1073,1,0.0,5,5,5,4,4,2,4,5,4,3,2,5,2,2
21115,21116,Female,7,Returning,Personal,Economy,106,25,35.0,4,2,4,2,3,1,3,3,3,3,1,2,3,1
82260,82261,Female,39,Returning,Business,Business,1481,10,5.0,2,2,3,4,2,3,5,3,4,4,3,2,3,3
19818,19819,Female,43,Returning,Business,Economy,528,0,0.0,4,1,2,4,4,4,4,4,5,2,4,4,4,4
92184,92185,Female,30,First-time,Business,Economy,1091,0,0.0,3,3,1,3,4,2,5,3,5,5,3,3,5,4
64932,64933,Male,37,Returning,Business,Business,354,1,4.0,5,5,1,3,5,2,3,2,4,4,2,2,2,2
63874,63875,Female,55,Returning,Business,Business,1158,0,0.0,2,2,3,4,2,4,5,4,4,4,4,2,4,4
25134,25135,Female,46,Returning,Personal,Economy,1249,0,8.0,3,2,3,3,2,4,3,2,2,1,4,2,4,4
91798,91799,Male,57,Returning,Personal,Economy,588,0,0.0,4,3,5,3,4,5,4,4,4,4,4,3,4,5
88186,88187,Male,25,Returning,Business,Business,1544,0,0.0,4,2,1,3,2,2,3,4,3,3,4,3,3,3
28101,28102,Male,28,First-time,Business,Economy,859,0,7.0,4,4,5,4,3,4,5,3,5,5,4,3,5,4
119567,119568,Male,15,Returning,Business,Business,857,0,9.0,1,1,5,5,1,5,5,4,5,5,4,1,5,5
98296,98297,Female,56,Returning,Personal,Economy,1188,0,0.0,4,4,4,5,1,5,4,4,3,2,5,4,5,5
113232,113233,Male,20,First-time,Business,Economy,407,0,0.0,3,3,2,3,3,2,2,3,3,3,4,3,3,3
35066,35067,Male,39,Returning,Business,Business,2502,0,0.0,4,4,3,4,4,3,4,3,3,5,3,3,3,3
114032,114033,Male,24,First-time,Business,Business,512,0,0.0,0,4,3,4,2,5,2,3,2,2,5,5,2,5
108026,108027,Male,44,Returning,Business,Business,306,2,0.0,3,3,5,5,3,4,4,4,5,2,4,3,4,4
126030,126031,Male,37,Returning,Business,Business,600,48,40.0,2,2,5,5,2,5,5,5,3,2,5,2,5,5
12584,12585,Male,51,Returning,Business,Economy,542,8,8.0,3,3,4,5,3,5,5,2,5,5,3,5,5,2
15041,15042,Female,34,First-time,Business,Economy,627,0,0.0,4,2,1,2,1,5,5,4,5,5,4,2,5,2
17214,17215,Male,10,Returning,Personal,Economy,1107,0,0.0,2,4,4,4,3,3,4,5,4,4,4,4,4,3
83390,83391,Female,43,Returning,Business,Business,632,0,19.0,1,1,3,5,1,2,5,2,3,4,2,1,2,2
11677,11678,Male,43,Returning,Business,Business,3730,0,0.0,5,5,3,5,5,5,4,5,4,5,5,5,5,5
89950,89951,Female,18,Returning,Personal,Economy,1416,0,0.0,4,3,2,3,3,4,1,5,3,3,1,3,3,1
24067,24068,Female,11,Returning,Personal,Economy Plus,427,0,0.0,0,1,5,1,4,4,3,2,3,3,4,1,3,5
86992,86993,Male,63,Returning,Personal,Economy,907,8,2.0,3,1,4,1,2,2,3,5,3,3,3,1,3,2
10611,10612,Female,51,Returning,Business,Business,3941,46,30.0,4,4,4,4,4,4,4,4,5,3,4,4,4,4
9388,9389,Female,43,Returning,Business,Economy Plus,384,0,0.0,1,1,1,3,1,1,3,1,2,4,1,1,1,1
98969,98970,Male,63,Returning,Business,Economy,143,0,0.0,2,2,5,4,2,1,4,3,4,4,5,4,4,5
45312,45313,Male,33,First-time,Business,Economy,175,0,1.0,1,2,1,2,4,4,3,2,3,3,3,2,3,3
28229,28230,Female,36,Returning,Business,Business,1009,0,0.0,4,3,4,4,3,3,4,2,3,2,3,3,3,3
129110,129111,Female,9,Returning,Personal,Economy,2342,0,0.0,4,0,5,0,4,4,2,5,2,2,3,0,2,3
80311,80312,Female,28,Returning,Business,Business,746,9,0.0,3,3,2,5,3,5,5,2,5,5,4,3,5,5
93022,93023,Male,39,Returning,Personal,Economy,1524,29,48.0,5,2,4,2,3,3,1,2,1,1,4,2,1,3
206,207,Female,40,Returning,Business,Business,213,0,0.0,5,0,3,4,5,4,5,1,3,5,4,0,4,1
113351,113352,Female,35,Returning,Business,Business,1676,48,43.0,0,0,3,5,4,5,4,5,5,5,5,0,5,5
15288,15289,Female,43,Returning,Personal,Economy,500,0,0.0,5,3,5,4,4,2,5,3,3,4,2,3,2,2
93775,93776,Male,23,First-time,Business,Economy,1166,10,2.0,4,4,5,4,3,4,2,2,2,2,4,4,2,3
18298,18299,Male,37,Returning,Personal,Economy,640,3,0.0,4,4,5,4,4,5,3,5,3,3,5,4,3,5
48660,48661,Male,40,Returning,Business,Business,1683,0,9.0,4,0,3,4,4,5,5,5,5,2,5,0,5,5
28581,28582,Female,36,First-time,Business,Economy,1103,0,0.0,3,3,2,3,3,5,2,5,2,2,1,3,2,3
118754,118755,Female,54,Returning,Personal,Economy,621,10,11.0,5,2,3,5,2,3,4,2,4,2,3,1,3,3
64494,64495,Female,43,Returning,Business,Business,2306,624,615.0,3,3,4,4,3,4,4,5,4,4,3,3,3,4
102569,102570,Male,53,Returning,Business,Business,1666,22,34.0,3,3,5,4,3,4,5,4,4,2,4,3,4,4
3203,3204,Female,15,Returning,Personal,Economy,585,0,1.0,4,3,4,3,3,2,2,5,3,3,2,3,3,2
83427,83428,Male,27,Returning,Personal,Economy,632,0,0.0,4,1,4,1,1,4,4,5,4,4,4,1,4,4
123127,123128,Female,51,Returning,Business,Business,3117,0,0.0,4,4,3,5,4,5,5,5,4,3,5,4,5,5
35195,35196,Male,21,Returning,Business,Business,2804,19,0.0,3,2,5,4,2,2,4,4,4,4,2,2,4,5
116072,116073,Male,66,Returning,Personal,Economy,404,8,13.0,4,1,3,1,4,3,4,5,4,4,4,1,4,5
4201,4202,Female,59,Returning,Business,Business,888,0,0.0,1,1,3,4,1,5,5,4,3,5,5,1,5,5
81435,81436,Female,39,Returning,Personal,Economy,393,0,0.0,4,3,4,3,5,4,2,5,2,2,5,3,2,5
13756,13757,Female,20,Returning,Personal,Economy,401,0,0.0,5,3,4,3,2,5,1,2,1,1,4,3,1,4
103894,103895,Male,27,First-time,Business,Economy Plus,1056,16,1.0,2,2,1,2,4,3,5,1,5,5,3,2,5,3
71708,71709,Female,50,Returning,Personal,Economy Plus,1197,3,0.0,4,2,3,5,5,3,4,2,3,3,3,2,3,3
32532,32533,Male,26,First-time,Business,Economy,101,0,0.0,4,2,2,2,1,5,3,1,3,3,5,2,3,3
97993,97994,Female,51,Returning,Business,Business,722,120,126.0,3,3,5,5,3,4,5,4,4,2,4,3,4,4
108397,108398,Male,46,Returning,Personal,Economy Plus,1838,0,0.0,5,1,4,1,3,3,5,2,5,5,5,1,5,5
24023,24024,Female,22,First-time,Business,Business,427,88,91.0,2,2,2,2,3,1,2,5,2,2,3,2,2,3
83913,83914,Male,28,Returning,Personal,Economy,752,29,15.0,4,4,5,4,2,5,2,4,5,5,4,4,5,5
97091,97092,Male,31,Returning,Business,Business,1390,0,0.0,3,3,3,1,3,1,1,2,1,1,3,1,1,3
29847,29848,Male,25,First-time,Business,Economy,261,2,3.0,3,0,1,0,3,4,4,3,4,4,4,0,4,5
45019,45020,Female,62,Returning,Personal,Economy,224,0,0.0,4,2,4,5,4,5,3,2,3,4,5,2,5,3
18034,18035,Female,52,Returning,Business,Economy,605,21,16.0,1,1,5,4,1,4,4,4,5,5,4,4,4,4
98785,98786,Male,52,Returning,Business,Business,2228,14,9.0,2,2,5,4,2,5,4,5,5,5,5,2,5,5
52363,52364,Male,65,Returning,Personal,Economy,261,0,0.0,4,0,3,0,4,2,5,3,5,5,3,1,5,3
54437,54438,Male,41,Returning,Business,Economy Plus,305,2,0.0,4,4,3,5,4,2,5,5,5,5,4,5,5,4
40282,40283,Female,11,Returning,Personal,Economy,358,0,19.0,4,5,5,5,2,5,4,3,4,4,4,1,4,4
128157,128158,Female,35,First-time,Business,Economy,1788,0,0.0,1,1,3,2,3,3,5,4,5,5,4,2,5,4
75483,75484,Female,63,Returning,Personal,Economy,2342,0,0.0,4,1,5,3,3,2,2,1,5,4,2,1,2,2
7475,7476,Male,68,Returning,Business,Business,3215,0,0.0,3,3,3,4,3,4,4,4,5,5,4,3,4,4
44809,44810,Male,53,Returning,Business,Economy,1041,84,52.0,5,5,2,3,5,4,3,2,3,3,3,3,3,3
63542,63543,Male,54,Returning,Personal,Economy,1009,13,26.0,4,3,3,3,5,5,4,5,4,4,4,3,4,4
97319,97320,Female,40,Returning,Business,Business,3061,0,0.0,4,4,4,5,4,4,4,4,3,3,4,4,4,4
115500,115501,Female,36,First-time,Business,Economy,447,0,0.0,1,2,2,2,2,3,3,4,3,3,2,2,3,3
112230,112231,Female,33,Returning,Personal,Economy Plus,1199,4,,1,1,1,1,2,1,2,3,2,2,3,2,2,3
33414,33415,Female,47,Returning,Business,Business,2556,0,0.0,5,5,4,4,5,4,4,4,4,4,1,5,4,3
19465,19466,Male,36,Returning,Business,Business,1901,0,0.0,3,3,1,4,3,5,3,5,5,5,5,3,5,5
87098,87099,Female,47,Returning,Personal,Economy,640,7,137.0,4,2,4,4,5,5,4,4,4,2,3,1,3,5
58030,58031,Male,36,Returning,Personal,Economy Plus,1721,1,1.0,4,1,4,1,2,3,5,4,5,5,4,1,5,5
96612,96613,Male,24,First-time,Business,Economy,937,119,99.0,2,2,1,2,1,1,5,3,5,5,1,2,5,2
26265,26266,Male,32,Returning,Business,Business,859,0,0.0,1,3,2,3,3,2,3,1,3,3,3,3,3,4
102088,102089,Male,44,Returning,Business,Business,386,17,18.0,5,5,3,4,5,4,4,4,3,2,4,5,4,4
57078,57079,Male,42,Returning,Business,Business,1519,0,0.0,4,4,4,4,4,3,4,3,5,4,3,4,3,3
51579,51580,Female,55,Returning,Business,Economy,493,0,0.0,2,2,1,3,2,3,2,3,3,5,3,3,3,3
97730,97731,Female,44,Returning,Business,Business,2257,6,3.0,2,2,5,5,2,5,5,5,5,5,5,2,5,5
127943,127944,Female,28,Returning,Personal,Economy Plus,2300,22,2.0,3,1,2,1,4,3,5,1,5,5,4,1,5,3
70326,70327,Male,59,Returning,Business,Business,3163,2,0.0,2,2,4,4,2,2,3,2,4,3,2,2,2,2
77835,77836,Female,18,Returning,Personal,Economy,731,0,0.0,4,4,1,4,4,1,1,3,1,1,4,4,1,4
104205,104206,Female,46,Returning,Business,Business,3220,32,28.0,1,1,4,4,1,5,5,5,5,5,5,1,5,5
61375,61376,Female,60,Returning,Business,Business,679,0,0.0,5,5,3,4,5,4,5,4,4,2,4,5,4,4
12759,12760,Female,24,Returning,Personal,Economy,851,4,0.0,4,2,4,2,4,1,1,2,2,2,3,2,2,4
5232,5233,Male,41,Returning,Business,Economy,295,7,13.0,5,5,4,3,5,4,3,3,3,3,2,3,3,1
64461,64462,Female,37,First-time,Business,Economy Plus,989,0,0.0,2,2,2,2,3,4,2,5,5,5,3,2,5,3
83915,83916,Male,42,Returning,Business,Economy Plus,752,46,47.0,1,1,4,2,1,3,2,4,2,2,2,2,2,1
10199,10200,Female,38,Returning,Business,Business,295,0,0.0,3,3,4,5,3,4,5,4,4,5,4,3,4,4
63758,63759,Female,28,First-time,Business,Economy,779,63,62.0,3,3,4,3,3,3,2,4,2,2,3,3,2,2
99283,99284,Male,53,Returning,Business,Economy,433,34,30.0,5,5,3,2,5,1,2,4,2,2,1,2,2,3
88049,88050,Female,27,First-time,Business,Business,581,0,0.0,5,5,3,5,5,3,5,2,5,5,5,5,5,4
104504,104505,Female,30,First-time,Business,Business,1609,0,0.0,5,5,3,5,3,3,1,4,1,1,4,5,1,3
79990,79991,Male,37,Returning,Personal,Economy,950,0,0.0,2,2,1,2,3,2,4,1,4,4,3,2,4,3
100022,100023,Female,42,Returning,Business,Economy,289,0,0.0,2,4,3,3,2,3,3,3,1,4,3,3,3,3
10688,10689,Female,43,Returning,Business,Economy,74,0,0.0,5,5,4,4,5,4,3,4,3,4,4,4,4,4
108742,108743,Female,23,First-time,Business,Economy,515,3,0.0,4,1,4,1,4,4,5,4,5,5,4,1,5,5
3089,3090,Male,49,Returning,Business,Business,3889,0,0.0,4,4,4,2,4,1,2,1,2,4,1,1,1,1
10933,10934,Male,43,Returning,Business,Economy,158,112,109.0,2,5,2,2,2,4,2,3,2,2,2,2,2,2
19174,19175,Female,47,Returning,Business,Business,1024,0,0.0,2,2,1,4,2,4,1,4,1,5,4,2,4,4
23279,23280,Male,27,First-time,Business,Economy,456,0,0.0,3,1,1,1,1,5,2,5,2,2,5,1,2,1
68810,68811,Male,42,Returning,Personal,Economy,926,0,0.0,5,5,3,5,1,4,4,4,4,4,4,5,4,4
78312,78313,Female,11,Returning,Personal,Economy Plus,1598,0,0.0,5,3,3,3,5,4,5,4,5,5,4,3,5,5
35729,35730,Female,11,Returning,Personal,Economy Plus,2446,16,60.0,5,1,4,4,1,5,4,4,4,1,4,2,5,5
9566,9567,Female,41,Returning,Business,Business,288,0,0.0,1,1,4,3,1,3,3,4,4,3,3,3,3,3
18577,18578,Female,37,Returning,Business,Business,2631,10,9.0,2,2,4,3,2,4,4,4,2,4,4,4,4,4
5106,5107,Female,59,Returning,Personal,Economy,235,0,0.0,5,4,3,4,3,3,5,4,3,4,3,4,3,3
50256,50257,Male,46,Returning,Business,Economy,134,0,0.0,3,3,3,1,3,4,1,2,1,1,4,1,1,3
85269,85270,Male,62,Returning,Personal,Economy,731,1,0.0,3,3,1,3,2,4,2,5,2,2,3,3,2,4
75699,75700,Male,53,Returning,Business,Business,868,0,0.0,1,2,3,5,1,4,5,4,5,4,4,1,4,4
110243,110244,Male,38,Returning,Business,Business,3427,27,9.0,1,1,4,3,1,3,3,3,1,2,3,3,3,3
63433,63434,Female,62,Returning,Personal,Economy,337,185,180.0,1,4,4,5,4,2,4,4,4,4,3,1,1,3
89593,89594,Female,22,First-time,Business,Business,1035,0,,4,5,4,5,1,5,2,2,5,5,4,5,5,5
88375,88376,Female,30,Returning,Business,Business,366,0,0.0,2,4,2,1,4,1,1,1,1,1,4,1,1,3
104520,104521,Male,57,First-time,Business,Business,1256,0,0.0,2,2,5,2,4,3,2,5,2,2,4,2,2,4
3464,3465,Male,36,Returning,Personal,Economy Plus,240,0,0.0,4,0,3,0,2,3,5,3,5,5,4,1,5,4
16827,16828,Female,18,Returning,Personal,Economy,645,0,7.0,4,2,3,2,3,1,3,5,3,3,4,2,3,4
127573,127574,Male,69,Returning,Personal,Economy,1670,22,0.0,3,3,3,3,4,3,4,5,5,5,3,3,5,4
99740,99741,Female,36,Returning,Business,Business,361,43,43.0,1,4,4,4,4,4,4,4,3,5,4,4,4,4
28535,28536,Female,47,Returning,Business,Business,2640,210,161.0,1,1,4,4,1,1,4,2,4,4,2,4,1,4
37557,37558,Male,48,Returning,Business,Economy,669,110,125.0,5,5,1,1,5,2,2,2,2,2,4,1,2,3
121657,121658,Male,44,Returning,Business,Business,1543,0,0.0,5,3,5,4,3,5,5,5,5,5,5,3,5,5
75501,75502,Female,35,Returning,Personal,Economy Plus,2342,12,21.0,3,2,2,2,4,5,4,3,4,4,3,2,4,5
79976,79977,Male,47,Returning,Business,Economy,676,6,0.0,1,1,1,5,1,2,5,5,5,5,1,5,5,4
14606,14607,Male,30,Returning,Business,Business,448,90,97.0,2,2,5,5,2,4,5,4,5,5,4,2,5,4
3683,3684,Male,56,Returning,Business,Business,3373,21,42.0,5,5,4,5,5,5,4,5,3,2,5,5,5,5
59060,59061,Female,45,Returning,Business,Business,1846,108,104.0,2,2,2,2,2,3,3,3,2,3,3,3,3,3
44653,44654,Male,50,Returning,Business,Economy,67,0,21.0,1,1,3,4,1,1,4,5,4,4,3,4,4,2
82595,82596,Male,44,Returning,Business,Economy,408,0,0.0,1,1,3,4,1,1,4,3,4,4,4,4,4,3
41555,41556,Female,44,First-time,Business,Economy,1104,16,6.0,3,3,1,3,4,3,4,5,4,4,2,3,4,1
77039,77040,Female,68,Returning,Personal,Economy Plus,368,0,22.0,3,3,1,4,4,1,3,3,1,3,1,3,1,1
103025,103026,Male,61,Returning,Business,Economy,786,33,26.0,1,1,2,1,1,3,1,2,1,1,3,1,1,2
86775,86776,Female,41,Returning,Business,Business,3249,0,0.0,3,3,4,5,3,3,5,3,4,4,3,3,3,3
123100,123101,Male,50,Returning,Business,Economy,650,11,13.0,4,5,4,2,5,2,2,2,2,2,3,2,2,3
93586,93587,Female,36,Returning,Personal,Economy,159,0,5.0,5,2,4,2,4,3,5,3,5,5,5,2,5,5
81111,81112,Female,40,Returning,Business,Business,991,2,0.0,5,5,4,5,5,5,5,5,3,2,5,5,5,5
40010,40011,Female,22,Returning,Business,Business,575,0,24.0,1,1,2,4,1,5,5,2,5,5,3,1,5,3
101927,101928,Female,44,Returning,Business,Business,3145,41,21.0,1,1,4,4,1,5,4,5,5,3,5,1,5,5
70533,70534,Male,46,Returning,Business,Business,1258,0,,3,3,3,4,3,5,4,5,4,5,5,3,5,5
85090,85091,Male,25,First-time,Business,Business,874,4,7.0,0,2,3,2,2,5,4,5,3,3,4,2,3,4
73293,73294,Male,46,Returning,Business,Business,2923,28,23.0,1,1,3,5,1,5,5,5,5,3,5,1,5,5
42910,42911,Male,55,Returning,Personal,Economy,422,0,9.0,0,3,4,3,1,4,2,5,2,2,5,3,2,5
74052,74053,Female,34,Returning,Business,Economy Plus,1194,0,0.0,3,3,2,5,3,4,5,2,5,5,1,5,5,2
39803,39804,Female,56,Returning,Business,Business,3428,0,0.0,2,2,3,4,2,4,3,5,4,1,4,2,4,4
39369,39370,Male,35,Returning,Business,Economy Plus,826,76,110.0,1,1,2,4,1,1,5,1,5,5,5,5,5,1
125,126,Male,66,Returning,Personal,Economy,562,88,84.0,5,2,5,2,4,3,5,5,5,5,5,2,5,2
114587,114588,Male,62,Returning,Business,Business,2349,2,0.0,2,2,4,4,2,3,4,3,1,2,3,3,3,3
70448,70449,Male,64,Returning,Personal,Economy,187,0,0.0,4,0,4,0,2,4,2,5,3,3,5,2,3,5
39980,39981,Male,7,Returning,Personal,Economy,1262,0,0.0,1,1,4,1,3,2,2,3,1,1,3,1,1,2
129021,129022,Female,17,Returning,Personal,Economy,2611,0,0.0,4,1,1,1,3,2,1,4,1,1,5,2,2,4
118615,118616,Female,24,Returning,Business,Economy,646,21,18.0,2,3,3,1,3,1,3,5,1,1,3,1,1,3
124254,124255,Male,25,Returning,Business,Economy Plus,1916,0,0.0,1,1,2,2,1,4,3,4,2,2,3,2,2,4
3556,3557,Female,22,First-time,Business,Economy,227,13,9.0,2,3,1,3,3,3,5,1,5,5,4,3,5,3
105550,105551,Female,60,Returning,Personal,Economy,611,10,0.0,5,2,5,1,2,1,3,2,3,3,1,2,1,1
30895,30896,Male,34,Returning,Personal,Economy,841,166,174.0,2,4,3,4,4,3,3,4,3,4,4,4,1,3
16731,16732,Male,51,Returning,Business,Business,3528,10,14.0,5,5,3,2,5,4,1,4,4,2,4,5,4,4
70717,70718,Female,37,First-time,Business,Economy,675,0,0.0,2,2,2,2,3,1,2,2,2,2,3,2,2,3
58691,58692,Female,9,Returning,Personal,Economy,299,0,0.0,3,3,1,3,3,4,3,4,3,3,1,3,3,1
36721,36722,Male,35,Returning,Personal,Economy Plus,1121,0,0.0,4,1,5,1,4,4,2,2,2,2,5,1,2,5
